packet_rank,packet_fingerprint,review_priority,packet_review_status,direction_signal_summary,rows_represented,source_row_fingerprints,queue_review_ranks,bill_id,public_law_number,policy_area,client_name,registrant_name,activity_issue,text_review_status,manual_review_reason,target_review_status,filing_uuids,filing_years,filing_periods,support_text_signals,opposition_text_signals,position_or_activity_text_signals,distinct_context_count,bill_reference_context_samples,disposition_next_step,target_next_step,evidence_layers,missing_links,source_urls,claim_boundary
77,e9aa1c8d5d7216d4,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,e053fc160cb5a35a,123,117-s-3373,117-168,Armed Forces and National Security,VETERANS EVALUATION SERVICES,CAPITOL VENTURE LLC,Veterans,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,f3f09596-ca17-4c30-9544-241a5a70ba55,2022,3rd Quarter (July 1 - Sep 30),none_detected,none_detected,all_provisions; related_to,1,"S. 3373 Honoring our PACT Act of 2022, all provisions related to ensuring access to medical services for veterans.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3373; https://lda.gov/api/v1/filings/f3f09596-ca17-4c30-9544-241a5a70ba55/; https://lda.gov/filings/public/filing/f3f09596-ca17-4c30-9544-241a5a70ba55/print/; https://www.congress.gov/bill/117th-congress/s-bill/3373,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
78,870a9a2a8d6a8393,medium,medium_opposition_disposition_packet_needs_confirmation,opposition_text_signal_needs_manual_confirmation,1,93d971808cd85114,125,117-s-3580,117-146,Transportation and Public Works,AUTO CARE ASSOCIATION,AUTO CARE ASSOCIATION,Trade (domestic/foreign),exact_bill_text_with_explicit_opposition_signal,opposition_signal,chamber_entity_context_only_no_specific_target_detected,6f967ba7-fbbe-47da-b146-badac27bcec4,2022,1st Quarter (Jan 1 - Mar 31),none_detected,oppose,none_detected,1,...f tariffs on steel and aluminum as well as Section 301 investigation proposed tariffs; opposed 232 auto parts. Supported passage of Ocean Shipping Reform Act HR 4996 and S 3580.,"Confirm whether the opposition signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/6f967ba7-fbbe-47da-b146-badac27bcec4/; https://lda.gov/filings/public/filing/6f967ba7-fbbe-47da-b146-badac27bcec4/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
79,dc96273bb10e64b4,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,0caa8e172804611e,126,117-s-3580,117-146,Transportation and Public Works,BEST BUY CO. INC.,"KOUNTOUPES DENHAM CARR & REID, LLC",Trade (domestic/foreign),exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,853f5326-de60-4ad5-a64a-bab7bab10dfc,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,issues_related_to; related_to,1,"Issues related to global supply chain. Issues related to H.R. 4996/S. 3580, Ocean Shipping Reform Act. Issues related to S. 1260, the United States Innovation Competition Act of 2021 and H.R. 4521, America COMPETES Act of 2022.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/853f5326-de60-4ad5-a64a-bab7bab10dfc/; https://lda.gov/filings/public/filing/853f5326-de60-4ad5-a64a-bab7bab10dfc/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
80,e19dac87babe7890,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,7d0a017ccdd9f3f4,127,117-s-3580,117-146,Transportation and Public Works,COTTON WAREHOUSE ASSOCIATION OF AMERICA,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,06d509b8-6a83-4d8d-95cf-bab40ba0b615,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,regarding; related_to,1,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/06d509b8-6a83-4d8d-95cf-bab40ba0b615/; https://lda.gov/filings/public/filing/06d509b8-6a83-4d8d-95cf-bab40ba0b615/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
81,3ecc9b567d85f3a7,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,9d4a1ff782b4a838,128,117-s-3580,117-146,Transportation and Public Works,INTERNATIONAL ASSOCIATION OF REFRIGERATED WAREHOUSES,INTERNATIONAL ASSOCIATION OF REFRIGERATED WAREHOUSES,Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,f0b7803a-7fa7-4b03-86c6-07cc68f02e4d,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,all_provisions,1,"H.R. 4996, Ocean Shipping Reform Act: all provisions S. 3580, Ocean Shipping Reform Act: all provisions",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/f0b7803a-7fa7-4b03-86c6-07cc68f02e4d/; https://lda.gov/filings/public/filing/f0b7803a-7fa7-4b03-86c6-07cc68f02e4d/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
82,d98a60a4f1e72060,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,96eb80007757026e,129,117-s-3580,117-146,Transportation and Public Works,MATSON NAVIGATION,"K&L GATES, LLP",Marine/Maritime/Boating/Fisheries,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,b6d9978a-b7f0-4e39-9ec7-e9fb8487b210,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,issues_related_to; related_to,1,...nse Authorization Act for Fiscal Year 2022/Unnumbered National Defense Authorization Act for FY 2023: Issues related to military sealift and the maritime security fleet. S. 3580 - Ocean Shipping Reform Act of 2022 - entire bill.,Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/b6d9978a-b7f0-4e39-9ec7-e9fb8487b210/; https://lda.gov/filings/public/filing/b6d9978a-b7f0-4e39-9ec7-e9fb8487b210/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
83,6447434c905e028e,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,f680c0c52dcb0c68,130,117-s-3580,117-146,Transportation and Public Works,MINNESOTA CORN GROWERS,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,cc5991d9-45ba-49e4-ba5c-965ab0ace283,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,regarding; related_to,1,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/cc5991d9-45ba-49e4-ba5c-965ab0ace283/; https://lda.gov/filings/public/filing/cc5991d9-45ba-49e4-ba5c-965ab0ace283/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
84,b61d51d7c3018e16,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,ba38dfcdce47ce9a,131,117-s-3580,117-146,Transportation and Public Works,NATIONAL SORGHUM PRODUCERS,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,2a06e8cd-19c1-4891-ae7e-fd5c94b9d4b7,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,regarding; related_to,1,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/2a06e8cd-19c1-4891-ae7e-fd5c94b9d4b7/; https://lda.gov/filings/public/filing/2a06e8cd-19c1-4891-ae7e-fd5c94b9d4b7/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
85,d01c27ff92780a1b,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,ff50884c99997dd4,132,117-s-3580,117-146,Transportation and Public Works,"NORTH AMERICAN SUBARU, INC.","NORTH AMERICAN SUBARU, INC.",Automotive Industry,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,8237775c-8389-44a7-947a-f11997fcfd17,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,issues_related_to; related_to,1,"...y chains, including semiconductors, and addressing supply chain disruptions in S. 1260, the U.S. Innovation and Competition Act, H.R. 4521, the America Competes Act, and S. 3580, the Ocean Shipping Reform Act. Issues related to catalytic converter theft in H.R. 6394, the Preventing Auto Recycling Theft Act. Issues related to electric vehicle cha...",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/8237775c-8389-44a7-947a-f11997fcfd17/; https://lda.gov/filings/public/filing/8237775c-8389-44a7-947a-f11997fcfd17/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
86,168b19285da29d85,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,1,123fb03c88ea179c,133,117-s-3580,117-146,Transportation and Public Works,PENNSYLVANIA FARM BUREAU,PENNSYLVANIA FARM BUREAU,Trade (domestic/foreign),exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,3137389a-9fe6-49ec-a2ee-cf19a2b2f6f4,2022,1st Quarter (Jan 1 - Mar 31),support_for,none_detected,none_detected,1,"Support for the following: S. 3580 / H.R. 4996, the Ocean Shipping Reform Act of 2021, which would help address port congestion, refusal of carriers to load U.S. ag exports, and other unfair practices. Su...","Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/3137389a-9fe6-49ec-a2ee-cf19a2b2f6f4/; https://lda.gov/filings/public/filing/3137389a-9fe6-49ec-a2ee-cf19a2b2f6f4/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
87,2ac16d72b3c3597d,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,1,89646eab7b6cc2c6,134,117-s-3580,117-146,Transportation and Public Works,PENNSYLVANIA FARM BUREAU,PENNSYLVANIA FARM BUREAU,Transportation,exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,3137389a-9fe6-49ec-a2ee-cf19a2b2f6f4,2022,1st Quarter (Jan 1 - Mar 31),support_for,none_detected,none_detected,1,"Support for the following: S. 3580 / H.R. 4996, the Ocean Shipping Reform Act of 2021, which would help address port congestion, refusal of carriers to load U.S. ag exports, and other unfair practices. Ge...","Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/3137389a-9fe6-49ec-a2ee-cf19a2b2f6f4/; https://lda.gov/filings/public/filing/3137389a-9fe6-49ec-a2ee-cf19a2b2f6f4/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
88,3a2fd5ffd24e66cb,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,a843e4744746d53e,135,117-s-3580,117-146,Transportation and Public Works,SOUTHWEST COUNCIL OF AGRIBUSINESS,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,2ba0a4b7-ca75-4b41-897f-b00592d6e2ea,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,regarding; related_to,1,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/2ba0a4b7-ca75-4b41-897f-b00592d6e2ea/; https://lda.gov/filings/public/filing/2ba0a4b7-ca75-4b41-897f-b00592d6e2ea/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
89,8303f53d7bfc623a,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,344f85617afa372a,136,117-s-3580,117-146,Transportation and Public Works,SYENSQO USA LLC,SYENSQO USA LLC,Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,a0b702bc-0e26-4a1a-b31f-cf095c2d959b,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,related_to,1,"...451, Composite Standards Act of 2021, including provisions related to removing barriers to incorporating more composite materials into U.S. infrastructure. H.R. 4996 and S. 3580, Ocean Shipping Reform Act of 2021, including provisions related to establishing uniform rules for common carriers and marine terminal operators related to demurrage and...",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/; https://lda.gov/filings/public/filing/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
90,24bb7d1ebfdcc7a4,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,bd916503d1e89a2d,137,117-s-3580,117-146,Transportation and Public Works,SYENSQO USA LLC,SYENSQO USA LLC,Marine/Maritime/Boating/Fisheries,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,a0b702bc-0e26-4a1a-b31f-cf095c2d959b,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,related_to,1,"...October 13, 2021, including provisions related to increasing the operational hours of the port and removing impediments to moving goods through the ports. H.R. 4996 and S. 3580, Ocean Shipping Reform Act of 2021, including provisions related to establishing uniform rules for common carriers and marine terminal operators related to demurrage and...",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/; https://lda.gov/filings/public/filing/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
91,19cb6af3d4b9010b,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,b236c9b3c704f450,138,117-s-3580,117-146,Transportation and Public Works,USA RICE FEDERATION,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,80490b91-805b-48a3-a7c1-9025be8f688d,2022,1st Quarter (Jan 1 - Mar 31),none_detected,none_detected,regarding; related_to,1,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/80490b91-805b-48a3-a7c1-9025be8f688d/; https://lda.gov/filings/public/filing/80490b91-805b-48a3-a7c1-9025be8f688d/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
92,94132da5b28246a5,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,553e2d5c0c238b01,139,117-s-4458,117-174,Armed Forces and National Security,UNIVERSITY OF VIRGINIA,UNIVERSITY OF VIRGINIA,Education,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,603e73a7-8d0b-40f2-99f9-3549698e4e20,2022,2nd Quarter (Apr 1 - June 30),none_detected,none_detected,regarding,1,Student Veterans (H.R. 8198 and S. 4458) - Legislation regarding fixes to the 85/15 rule affecting student veterans on GI Bill.,Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/4458; https://lda.gov/api/v1/filings/603e73a7-8d0b-40f2-99f9-3549698e4e20/; https://lda.gov/filings/public/filing/603e73a7-8d0b-40f2-99f9-3549698e4e20/print/; https://www.congress.gov/bill/117th-congress/s-bill/4458,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
