member_vote_target_rank,roll_call_source_rank,source_review_rank,review_rank,bill_id,public_law_number,policy_area,vote_year,roll_call_number,official_vote_source_url,source_fetch_status,official_congress,official_chamber,official_legis_num,official_vote_result,official_action_date,member_vote_source_position,voter_bioguide_id,voter_name,voter_party,voter_state,voter_vote,same_bill_campaign_target_bioguide_ids,same_bill_campaign_target_candidate_names,same_bill_campaign_target_scope_status,same_bill_campaign_target_match_status,broad_campaign_member_context_status,broad_campaign_candidate_ids,broad_campaign_candidate_names,broad_campaign_transaction_rows,member_vote_target_scope_status,evidence_layers,missing_links,source_urls,source_url,claim_boundary
3126,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,120,E000298,Estes,R,KS,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3127,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,121,E000296,Evans,D,PA,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3128,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,122,F000246,Fallon,R,TX,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3129,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,123,F000446,Feenstra,R,IA,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3130,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,124,F000465,Ferguson,R,GA,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3131,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,125,F000470,Fischbach,R,MN,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3132,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,126,F000471,Fitzgerald,R,WI,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3133,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,127,F000466,Fitzpatrick,R,PA,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3134,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,128,F000459,Fleischmann,R,TN,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3135,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,129,F000468,Fletcher,D,TX,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3136,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,130,F000454,Foster,D,IL,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3137,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,131,F000450,Foxx,R,NC,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3138,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,132,F000462,"Frankel, Lois",D,FL,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3139,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,133,F000472,"Franklin, C. Scott",R,FL,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3140,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,134,F000469,Fulcher,R,ID,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3141,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,135,G000578,Gaetz,R,FL,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3142,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,136,G000579,Gallagher,R,WI,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3143,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,137,G000574,Gallego,D,AZ,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3144,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,138,G000559,Garamendi,D,CA,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3145,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,139,G000597,Garbarino,R,NY,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3146,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,140,G000061,Garcia (CA),R,CA,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
3147,10,10,10,117-s-497,117-121,Public Lands and Natural Resources,2022,126,https://clerk.house.gov/evs/2022/roll126.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 497,Passed,26-Apr-2022,141,G000586,Garcia (IL),D,IL,Yea,,,no_same_bill_campaign_target_scope_row,not_applicable_no_same_bill_campaign_target_scope_row,no_public_fec_candidate_member_context_overlap,,,0,no_public_fec_campaign_member_target_context_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll126.xml,https://clerk.house.gov/evs/2022/roll126.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
