public_law_attribution_review_rank,effective_text_review_rank,review_rank,target_review_packet_rank,text_diff_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,codified_lineage_relationship,target_section_diff_review_status,source_reviewed_target_section_diff,law_revision_effective_text_reviewed,pre_edition,post_edition,public_law_source_url,govinfo_package_id,govinfo_text_url,govinfo_details_url,public_law_text_sha256,public_law_text_bytes,pre_olrc_url,post_olrc_url,current_olrc_url,pre_normalized_text_sha256,post_normalized_text_sha256,annual_normalized_text_hash_status,annual_normalized_text_char_delta,annual_public_law_reference_hit_delta,annual_post_public_law_context_count,annual_automated_diff_cue_status,annual_section_change_cue_status,annual_manual_review_priority,current_effective_text_review_status,current_public_law_reference_status,public_law_causal_attribution,public_law_causal_attribution_reviewed,attribution_source_basis,attribution_review_summary,source_review_notes,evidence_layers,missing_links,claim_boundary
56,56,57,60,60,117-s-4458,117-174,2022-08-26,38 USC 101 note,direct_us_code_reference,38,101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ174/html/PLAW-117publ174.htm,PLAW-117publ174,https://www.govinfo.gov/content/pkg/PLAW-117publ174/html/PLAW-117publ174.htm,https://www.govinfo.gov/app/details/PLAW-117publ174,45058797e8b35dc2606da5fb63c26d9c3b2eae0be263d28de0c97bc81babe4c1,7476,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section101,d1a50ec444e2ff7786ac1f76ed83b62c1c6fc0691d805c023289a4daec8ddf60,c461038f546f0c6e1923ece7540de92d84118ac06c8757f016e56776700876d9,pre_post_normalized_text_changed,10511,1,1,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
57,57,58,61,61,117-s-4458,117-174,2022-08-26,38 USC 3680A note,direct_us_code_reference,38,3680A,amended_existing_target_section_with_effective_date_note,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ174/html/PLAW-117publ174.htm,PLAW-117publ174,https://www.govinfo.gov/content/pkg/PLAW-117publ174/html/PLAW-117publ174.htm,https://www.govinfo.gov/app/details/PLAW-117publ174,45058797e8b35dc2606da5fb63c26d9c3b2eae0be263d28de0c97bc81babe4c1,7476,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3680A,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3680A,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section3680A,0e4f4afe3f0ada690f1ee0e098747ce9ef0d176bcc891446a70827e8b6038730,c86671cf690890a266f78bfb7a525c1ad7841bf4a5f1deaa112c68473eed19f6,pre_post_normalized_text_changed,5979,3,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
58,58,59,62,62,117-s-3580,117-146,2022-06-16,46 USC 40504,direct_us_code_reference,46,40504,added_target_section,reviewed_added_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40504,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40504,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,0ad6c3881a98dcaf728a942b50c711c5e7c107f181e084b1db700082d64252ef,pre_post_normalized_text_changed,2786,3,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
59,59,60,63,63,117-s-3580,117-146,2022-06-16,46 USC 41110,direct_us_code_reference,46,41110,added_target_section,reviewed_added_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41110,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41110,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41110,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,e0d26990b901716258ccf02ae17e7c1ab6e4c4382c6414b701d7637e495068ff,pre_post_normalized_text_changed,1103,2,2,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
60,60,61,64,64,117-s-3580,117-146,2022-06-16,46 USC 101 note,direct_us_code_reference,46,101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section101,3bf702bad6176902ec77beafc23ae4ce48632299c12a47763d72e7969f860d31,c80dde321b7151070a24fc7465a3387109d816a53393c3e3f643d82b3db67c2e,pre_post_normalized_text_changed,200,1,1,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
61,61,62,65,65,117-s-3580,117-146,2022-06-16,46 USC 40101,title_code_section_phrase,46,40101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40101,c6d7618d3c9d8c6f3e3821cabce9316175c08d70cc8a54102b5e1df248f88f2a,46bc2e0a6be77118ed7c06ac0495664770eb8b1aa1c055d6518ec5c07a292387,pre_post_normalized_text_changed,769,4,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
62,62,63,66,66,117-s-3580,117-146,2022-06-16,46 USC 40502(c),title_code_section_phrase,46,40502,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40502,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40502,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40502,4044b7d3b0fb4dcf248887c303e3602b35aebc24e99f99ef18a90b2f8a3d2889,45ee274adc7bc08fdc07db0902e54bddd929069971d83aa34b34f782ff1634e2,pre_post_normalized_text_changed,262,2,2,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
63,63,64,67,67,117-s-3580,117-146,2022-06-16,46 USC 40504 note,direct_us_code_reference,46,40504,added_target_section,reviewed_added_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40504,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40504,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,0ad6c3881a98dcaf728a942b50c711c5e7c107f181e084b1db700082d64252ef,pre_post_normalized_text_changed,2786,3,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
64,64,65,68,68,117-s-3580,117-146,2022-06-16,46 USC 41102,title_code_section_phrase,46,41102,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41102,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41102,217d5b7e2be7477c779f0b5b41f41b0310bba3d68c2573c31eb8359137e96e06,2d96438dc00ff0c859fa8cf7ae49fe845509a07283494d4cac159fca56438624,pre_post_normalized_text_changed,2138,3,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
65,65,66,69,69,117-s-3580,117-146,2022-06-16,46 USC 41102 note,direct_us_code_reference,46,41102,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41102,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41102,217d5b7e2be7477c779f0b5b41f41b0310bba3d68c2573c31eb8359137e96e06,2d96438dc00ff0c859fa8cf7ae49fe845509a07283494d4cac159fca56438624,pre_post_normalized_text_changed,2138,3,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
66,66,68,71,71,117-s-3580,117-146,2022-06-16,46 USC 41104,title_code_section_phrase,46,41104,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,PLAW-117publ146,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,https://www.govinfo.gov/app/details/PLAW-117publ146,7e3c7d5ebc093a81c8af6431009629c89e9b3ed42208f3d87627ee240319c410,49847,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41104,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41104,5b97243161040ed05542788cde9d3b4da1f15a42e6868e0ad998ea129992b4ba,73340968096c0f6c43f7886d275a68050a65b3f164f054e7b2d0fdccbacc35e4,pre_post_normalized_text_changed,5112,8,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
