effective_text_review_rank,review_rank,target_review_packet_rank,text_diff_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,codified_lineage_relationship,target_section_diff_review_status,source_reviewed_target_section_diff,pre_edition,post_edition,pre_olrc_url,post_olrc_url,current_olrc_url,current_olrc_scan_status,current_olrc_http_status,current_official_text_sha256,current_official_text_bytes,current_section_heading,current_public_law_reference_hits,current_public_law_reference_status,post_public_law_context_count,pre_normalized_text_sha256,post_normalized_text_sha256,current_effective_text_review_status,law_revision_effective_text_reviewed,effective_text_source_basis,effective_text_review_summary,public_law_causal_attribution,source_review_notes,evidence_layers,missing_links,claim_boundary
41,41,48,48,117-s-3373,117-168,2022-08-10,38 USC 1176,direct_us_code_reference,38,1176,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1176,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1176,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1176,official_olrc_current_section_page_fetched,200,5669dd020491367a04abf36e8c31782b9602f8a67912808767249b3c272b8397,150539,"§1176. Agreement with National Academies of Sciences, Engineering, and Medicine concerning toxic exposures",2,current_page_mentions_public_law,2,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,0166f50ef2897924c570f001421362ab33f88f6245d74973f5ff24ab7ed2b4df,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
42,42,49,49,117-s-3373,117-168,2022-08-10,38 USC 1710(e)(3)(B),title_code_section_phrase,38,1710,amended_existing_target_section_with_effective_date_note,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1710,official_olrc_current_section_page_fetched,200,9951a06dc926a4c69aa8ae23f25381afedecb3ae4d2cc2037404933aafdc7d12,369788,"§1710. Eligibility for hospital, nursing home, and domiciliary care",15,current_page_mentions_public_law,3,d041751a0bfda28bf4c6e2bd8a419c91d8572fee9eae0b759f422a8be2d35500,3c0b90f0edd51a23e43df074a2d0622b025379cd0ad8c2d1df4eefc65c6f2fd3,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
43,43,50,50,117-hr-4346,117-167,2022-08-09,15 USC 4652,direct_us_code_reference,15,4652,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4652,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4652,official_olrc_current_section_page_fetched,200,5fb7e9fafa3eeb8640a9aef86f5c9cf944c4a105c4b0e07c7607322b24a2967b,206834,§4652. Semiconductor incentives,22,current_page_mentions_public_law,3,b6be0972c62b0b4c3a32645e75d92edb45c72be2f33440f337234d7d6caa1ab1,642c0bbdb955ca327e938d33511f7ef3e2b416670334688c3082212741033e94,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
44,44,51,51,117-hr-4346,117-167,2022-08-09,15 USC 4651,direct_us_code_reference,15,4651,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4651,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4651,official_olrc_current_section_page_fetched,200,8e4599c8d2515486cf8d195c4cdd8f8aab3816e317745bc4b446cab43182d9af,175227,§4651. Definitions In this chapter:,9,current_page_mentions_public_law,3,a68a2b06a9acb2c041c11e716b65bbf69c8fd152774409ac468f7c9238460819,5f4c18329a59bbbdc18ac11b0a85ad58fb8ca295a5f23cc9e0e44c65f1907754,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
45,45,52,52,117-hr-4346,117-167,2022-08-09,15 USC 4651 note,direct_us_code_reference,15,4651,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4651,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4651,official_olrc_current_section_page_fetched,200,a284d342a5261f856beeebf332bf8bdb7ddef50d678ae898222b90232faae66a,175227,§4651. Definitions In this chapter:,9,current_page_mentions_public_law,3,a68a2b06a9acb2c041c11e716b65bbf69c8fd152774409ac468f7c9238460819,5f4c18329a59bbbdc18ac11b0a85ad58fb8ca295a5f23cc9e0e44c65f1907754,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
46,46,53,53,117-hr-4346,117-167,2022-08-09,15 USC 4652 note,direct_us_code_reference,15,4652,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4652,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4652,official_olrc_current_section_page_fetched,200,66a57e108319089cef76d3df50f917b8d90a1c67a5b6b99c3f7223ec618022ef,206814,§4652. Semiconductor incentives,22,current_page_mentions_public_law,3,b6be0972c62b0b4c3a32645e75d92edb45c72be2f33440f337234d7d6caa1ab1,642c0bbdb955ca327e938d33511f7ef3e2b416670334688c3082212741033e94,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
47,47,55,55,117-hr-4346,117-167,2022-08-09,15 USC 4656,direct_us_code_reference,15,4656,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4656,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4656,official_olrc_current_section_page_fetched,200,03d42b56036742a199e7da4bf91877dd8a6e59689c7066cebc3ab6566d68851b,163150,§4656. Advanced microelectronics research and development,9,current_page_mentions_public_law,3,ac0452d507099f5bab19e5638f6243f338128c4e33a4eb225197a491a55d5431,8da17cff7bb59d67f448653bff64b0ecf1e456536d43196174fa28b53e264cef,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
48,48,56,56,117-hr-4346,117-167,2022-08-09,15 USC 4656(c)(2),direct_us_code_reference,15,4656,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4656,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4656,official_olrc_current_section_page_fetched,200,d27725f64d8252dace4febc1cc15aaf3fbcf805f0e78f30ac989b3b405c76094,163190,§4656. Advanced microelectronics research and development,9,current_page_mentions_public_law,3,ac0452d507099f5bab19e5638f6243f338128c4e33a4eb225197a491a55d5431,8da17cff7bb59d67f448653bff64b0ecf1e456536d43196174fa28b53e264cef,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
49,49,57,57,117-hr-4346,117-167,2022-08-09,2 USC 905(g)(1)(A),direct_us_code_reference,2,905,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title2-section905,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title2-section905,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title2-section905,official_olrc_current_section_page_fetched,200,a0b5e334b2d2ed1d4f4bfd28589a896dd2c35ba1f448d289d573cab70a51a78d,227445,§905. Exempt programs and activities,5,current_page_mentions_public_law,3,75071dd1d3b819167b913b0dea2b0bd4df439854d937a2ac5aabb3aef16f3f95,7edf9fba8bc27506f8391d76c92e6fb0f5e009897b0b7c6e6bdb7fa791f70905,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
50,51,76,76,117-s-1941,117-219,2022-12-05,31 USC 6102 note,direct_us_code_reference,31,6102,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6102,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title31-section6102,official_olrc_current_section_page_fetched,200,cfbb15729a31d43eed76f6693e95c5bb7c59fbad12076aa543daba337ca0aaf3,170363,§6102. Program information requirements,18,current_page_mentions_public_law,3,0ea466c43f7defa5401dd6dd4f465a683d348905013ac4c66944f1b2795a2b39,6ad48162b38483beb310ae906456eae20c4b76f74334fbd7d3c82d3bab45542d,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
51,52,77,77,117-s-1941,117-219,2022-12-05,31 USC 6309,direct_us_code_reference,31,6309,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6309,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6309,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title31-section6309,official_olrc_current_section_page_fetched,200,efac7fb09e45c018eb4dce3c95277e08c9cf249796ff2a8500e32c369cad5e79,144911,§6309. Non-propagation of core-based statistical area delineations,3,current_page_mentions_public_law,3,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,a0b67cb2a228bb235e005191844c9a0901024d60fb3cfc36bbecb22bda253033,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
52,53,78,78,117-s-1941,117-219,2022-12-05,31 USC 6101 note,direct_us_code_reference,31,6101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title31-section6101,official_olrc_current_section_page_fetched,200,28a4bc973b04f2508b45b5bf66190670a2b6465aa553c0e2e9ebfb144333e53f,255120,§6101. Definitions In this chapter-,1,current_page_mentions_public_law,1,33bc1cfa8f3212cb68c71e56bbc66bc96be8d1035c709e836c24d5c50b6d142f,1c816870de89291a33478cf203780497396ed70725fdadd4b15d834bf2050c1a,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
53,54,79,79,117-s-1941,117-219,2022-12-05,31 USC 6102(a)(2),title_code_section_phrase,31,6102,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title31-section6102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title31-section6102,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title31-section6102,official_olrc_current_section_page_fetched,200,ba8c806a5a8b43fd229569ce9a66b648d586ec28308a6a1d00c34a3311a7026b,170423,§6102. Program information requirements,18,current_page_mentions_public_law,3,0ea466c43f7defa5401dd6dd4f465a683d348905013ac4c66944f1b2795a2b39,6ad48162b38483beb310ae906456eae20c4b76f74334fbd7d3c82d3bab45542d,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
54,55,80,80,117-s-1941,117-219,2022-12-05,44 USC 3504(e),title_code_section_phrase,44,3504,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title44-section3504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title44-section3504,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title44-section3504,official_olrc_current_section_page_fetched,200,3cf49ecd6cde9458c6987e2b9642ae2ed55c473b32ed9ac726cab04bf0643ba8,199663,§3504. Authority and functions of Director,3,current_page_mentions_public_law,3,815f614ae6ba7f432e1ae429491c1c7df1bcd44f7e7c9cc37ac409b67f580cc5,9b13c938a4225509a1701b1a110fa2bfaea6701d99445840420bc770a5acfad5,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
55,56,59,59,117-s-516,117-203,2022-10-17,49 USC 40101 note,direct_us_code_reference,49,40101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title49-section40101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title49-section40101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title49-section40101,official_olrc_current_section_page_fetched,200,ee6c17621ef34b548e72a28f78761e8daa523148cfbbd45a6c9f7c6f2e447ade,721117,§40101. Policy,8,current_page_mentions_public_law,3,3663b2b0d806653ddd31316acdfe8adc38db219f238623da937a742dfad8be1b,257b522fb0939c910d36a299ab34757ddd871d13f1f8502a935e0ccc63b4055d,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
