review_rank,source_row_fingerprint,review_priority,manual_review_needed,manual_review_reason,bill_id,public_law_number,policy_area,sponsor_bioguide_id,committee_reported,floor_considered,enacted,filing_uuid,filing_year,filing_period,client_name,registrant_name,activity_issue,matched_bill_refs,text_review_status,preliminary_text_disposition,support_text_signal,opposition_text_signal,position_or_activity_text_signal,government_entity_scope,possible_member_or_committee_reference,target_review_status,bill_reference_context,recommended_next_review,evidence_layers,missing_links,source_urls,claim_boundary
457,dfc743f97f3a0d73,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,1a6545e1-d844-4e00-8748-14aae507d75d,2021,2nd Quarter (Apr 1 - June 30),SANBORN MAP COMPANY,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"Floods Act (S. 558, H.R. 1438) 3D Elevation Program Digital Coast Program Geospatial Data Act",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/1a6545e1-d844-4e00-8748-14aae507d75d/print/; https://lda.gov/api/v1/filings/1a6545e1-d844-4e00-8748-14aae507d75d/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
458,56f696ce693f3b8a,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,0106a1f9-c773-4b94-adeb-7cd52e675d32,2021,3rd Quarter (July 1 - Sep 30),NATIONAL SOCIETY OF PROFESSIONAL SURVEYORS,MILLER & WENHOLD CAPITOL STRATEGIES,Environment/Superfund,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...loration Act;"" H.R. 1437, ""Providing Research and Estimates of Changes in Precipitation Act;"" H.R. 1438, ""Flood Level Observation, Operations, and Decision Support Act;"" S. 558, ""Flood Level Observation, Operations, and Decision Support Act;"" H.R. 1512, ""Climate Leadership and Environmental Action for our Nations Future Act;"" H.R. 2021, ""Enviro...",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/0106a1f9-c773-4b94-adeb-7cd52e675d32/print/; https://lda.gov/api/v1/filings/0106a1f9-c773-4b94-adeb-7cd52e675d32/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
459,46b01296a67ca258,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,4b547a87-fb46-4fbe-8b96-2c9bb8f4088f,2021,3rd Quarter (July 1 - Sep 30),SANBORN MAP COMPANY,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"Floods Act (S. 558, H.R. 1438) 3D Elevation Program Digital Coast Program Geospatial Data Act",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/4b547a87-fb46-4fbe-8b96-2c9bb8f4088f/print/; https://lda.gov/api/v1/filings/4b547a87-fb46-4fbe-8b96-2c9bb8f4088f/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
460,7011fc3f73b42b2f,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,8b058a4b-a504-4fd2-8d27-4b93ea5afc1e,2021,3rd Quarter (July 1 - Sep 30),SANBORN MAP COMPANY,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"Floods Act (S. 558, H.R. 1438) 3D Elevation Program Digital Coast Program Geospatial Data Act",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/8b058a4b-a504-4fd2-8d27-4b93ea5afc1e/print/; https://lda.gov/api/v1/filings/8b058a4b-a504-4fd2-8d27-4b93ea5afc1e/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
461,735e390e285be834,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,2fbdce63-1570-4748-958f-9df61dd54391,2021,3rd Quarter (July 1 - Sep 30),SANBORN MAP COMPANY,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"Floods Act (S. 558, H.R. 1438) 3D Elevation Program Digital Coast Program Geospatial Data Act",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/2fbdce63-1570-4748-958f-9df61dd54391/print/; https://lda.gov/api/v1/filings/2fbdce63-1570-4748-958f-9df61dd54391/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
462,07acd605569e252b,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,fa7d1bd6-c45a-427e-83f8-f4af53266309,2021,4th Quarter (Oct 1 - Dec 31),AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS ASSOC. OF AMERICA,Disaster Planning/Emergencies,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...in infrastructure H.R. 3442 Prescribed Fire Management H.R. 4614 Forest Management Activities S. 2806 Forest Restoration Projects H.R. 5305 Extending Government Funding S. 558 National Integrated Flood Information System **Issues lobbied without specific bill number: National Windstorm Impact Reduction Program,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/fa7d1bd6-c45a-427e-83f8-f4af53266309/print/; https://lda.gov/api/v1/filings/fa7d1bd6-c45a-427e-83f8-f4af53266309/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
463,faba0911c38f939f,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,37d61ebd-2173-42b1-ad8d-11f1b084db60,2021,4th Quarter (Oct 1 - Dec 31),AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS,"CGCN GROUP, LLC",Disaster Planning/Emergencies,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...frastructure H.R. 3442 - Prescribed Fire Management H.R. 4614 - Forest Management Activities S. 2806 - Forest Restoration Projects H.R. 5305 Extending Government Funding S. 558 National Integrated Flood Information System **Issues lobbied without specific bill number: National Windstorm Impact Reduction Program,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/37d61ebd-2173-42b1-ad8d-11f1b084db60/print/; https://lda.gov/api/v1/filings/37d61ebd-2173-42b1-ad8d-11f1b084db60/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
464,3a893bbe7bd9cfcc,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,fab748a4-26e1-4441-b217-6f6771ccea22,2021,4th Quarter (Oct 1 - Dec 31),NATIONAL SOCIETY OF PROFESSIONAL SURVEYORS,MILLER & WENHOLD CAPITOL STRATEGIES,Environment/Superfund,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...loration Act;"" H.R. 1437, ""Providing Research and Estimates of Changes in Precipitation Act;"" H.R. 1438, ""Flood Level Observation, Operations, and Decision Support Act;"" S. 558, ""Flood Level Observation, Operations, and Decision Support Act;"" H.R. 1512, ""Climate Leadership and Environmental Action for our Nations Future Act;"" H.R. 2021, ""Enviro...",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/fab748a4-26e1-4441-b217-6f6771ccea22/print/; https://lda.gov/api/v1/filings/fab748a4-26e1-4441-b217-6f6771ccea22/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
465,a03628c47d714566,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,d64821fc-fe7d-4e73-b157-a0210c86a12e,2021,4th Quarter (Oct 1 - Dec 31),PRIME POLICY GROUP ON BEHALF OF MANAGEMENT ASSOCIATION FOR PRIVATE PHOTOGRAMMETR,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"3D Elevation Program, Appropriations, FLOODS Act (S. 558), FLAIR Act (S. 2433), NFIP Reauthorization (S. 3128)",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/d64821fc-fe7d-4e73-b157-a0210c86a12e/print/; https://lda.gov/api/v1/filings/d64821fc-fe7d-4e73-b157-a0210c86a12e/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
466,2ef6ba80d1057ab9,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,cee7636f-2690-4d13-a545-e8f45adfc16c,2021,4th Quarter (Oct 1 - Dec 31),SANBORN MAP COMPANY,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"Floods Act (S. 558, H.R. 1438) 3D Elevation Program Digital Coast Program Geospatial Data Act",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/cee7636f-2690-4d13-a545-e8f45adfc16c/print/; https://lda.gov/api/v1/filings/cee7636f-2690-4d13-a545-e8f45adfc16c/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
467,95b3f8f94450a295,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,02d7dd80-c62b-4b52-a7b3-838385678df8,2022,1st Quarter (Jan 1 - Mar 31),AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS ASSOC. OF AMERICA,Disaster Planning/Emergencies,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...in infrastructure H.R. 3442 Prescribed Fire Management H.R. 4614 Forest Management Activities S. 2806 Forest Restoration Projects H.R. 5305 Extending Government Funding S. 558 National Integrated Flood Information System **Issues lobbied without specific bill number: National Windstorm Impact Reduction Program H.R. 4664 Forest Management and H...,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/02d7dd80-c62b-4b52-a7b3-838385678df8/print/; https://lda.gov/api/v1/filings/02d7dd80-c62b-4b52-a7b3-838385678df8/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
468,9c7190fe786fa34a,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,3ed0cdbd-2594-49f2-a167-3088bc470246,2022,1st Quarter (Jan 1 - Mar 31),AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS,"CGCN GROUP, LLC",Disaster Planning/Emergencies,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...in infrastructure H.R. 3442 Prescribed Fire Management H.R. 4614 Forest Management Activities S. 2806 Forest Restoration Projects H.R. 5305 Extending Government Funding S. 558 National Integrated Flood Information System **Issues lobbied without specific bill number: National Windstorm Impact Reduction Program H.R. 4664 Forest Management and H...,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/3ed0cdbd-2594-49f2-a167-3088bc470246/print/; https://lda.gov/api/v1/filings/3ed0cdbd-2594-49f2-a167-3088bc470246/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
469,58e986cce84724fa,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,81e1f716-53e4-4931-83c2-505f12f06032,2022,1st Quarter (Jan 1 - Mar 31),NATIONAL SOCIETY OF PROFESSIONAL SURVEYORS,MILLER & WENHOLD CAPITOL STRATEGIES,Environment/Superfund,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...loration Act;"" H.R. 1437, ""Providing Research and Estimates of Changes in Precipitation Act;"" H.R. 1438, ""Flood Level Observation, Operations, and Decision Support Act;"" S. 558, ""Flood Level Observation, Operations, and Decision Support Act;"" H.R. 1512, ""Climate Leadership and Environmental Action for our Nations Future Act;"" H.R. 2021, ""Enviro...",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/81e1f716-53e4-4931-83c2-505f12f06032/print/; https://lda.gov/api/v1/filings/81e1f716-53e4-4931-83c2-505f12f06032/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
470,e3941e9fac49ac25,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,e33c2e9c-954e-4127-b905-70b9badcdaf1,2022,1st Quarter (Jan 1 - Mar 31),PRIME POLICY GROUP ON BEHALF OF MANAGEMENT ASSOCIATION FOR PRIVATE PHOTOGRAMMETR,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"3D Elevation Program, Appropriations, FLOODS Act (S. 558), FLAIR Act (S. 2433), NFIP Reauthorization (S. 3128), MAPLANDS Act (S. 904, HR 3113)",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/e33c2e9c-954e-4127-b905-70b9badcdaf1/print/; https://lda.gov/api/v1/filings/e33c2e9c-954e-4127-b905-70b9badcdaf1/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
471,3e24569cee3d7d65,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,3df964fb-d457-4df7-9cce-f66f4b2f0b81,2022,1st Quarter (Jan 1 - Mar 31),SANBORN MAP COMPANY,PROFECTUS INVESTMENTS LLC,Natural Resources,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"Floods Act (S. 558, H.R. 1438) 3D Elevation Program Geospatial Data Act",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/3df964fb-d457-4df7-9cce-f66f4b2f0b81/print/; https://lda.gov/api/v1/filings/3df964fb-d457-4df7-9cce-f66f4b2f0b81/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
472,38d1367b96f9c1e5,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,dd530264-b696-48c7-a114-c987603daac5,2022,1st Quarter (Jan 1 - Mar 31),TOMORROW.IO,GREEN CAPITOL LLC,Science/Technology,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...ing and data sharing, as well as consideration of expedited timelines for implementation. Also work on other new and/or draft legislation in these issue areas, including S. 558. Specific program appropriations for various agencies and programs at NOAA, NASA, DOD to ensure proper funding remains for important weather intelligence work and public...",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/dd530264-b696-48c7-a114-c987603daac5/print/; https://lda.gov/api/v1/filings/dd530264-b696-48c7-a114-c987603daac5/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
473,8a2e8b35df2fad3b,low,no,bill_reference_only_no_disposition_or_target_signal,117-s-558,117-316,Public Lands and Natural Resources,W000437,1,1,1,521fc5ec-d087-44f8-a625-dbf2ae59a388,2022,2nd Quarter (Apr 1 - June 30),AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION FKA PROPERTY CASUALTY INSURERS ASSOC. OF AMERICA,Disaster Planning/Emergencies,S. 558,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...in infrastructure H.R. 3442 Prescribed Fire Management H.R. 4614 Forest Management Activities S. 2806 Forest Restoration Projects H.R. 5305 Extending Government Funding S. 558 National Integrated Flood Information System **Issues lobbied without specific bill number: National Windstorm Impact Reduction Program H.R. 4664 Forest Management and H...,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/521fc5ec-d087-44f8-a625-dbf2ae59a388/print/; https://lda.gov/api/v1/filings/521fc5ec-d087-44f8-a625-dbf2ae59a388/; https://www.congress.gov/bill/117th-congress/s-bill/558; https://api.congress.gov/v3/bill/117/s/558,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
