bridge_rank,review_rank,target_review_packet_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,target_section_key,target_base_section_key,target_subsection,target_reference_key,normalized_title,normalized_section,target_is_note,review_status,source_reviewed_target_section_diff,codified_lineage_relationship,target_lifecycle_status,bridge_evidence_grade,authority_base_section_match,authority_base_section_citations,authority_exact_target_reference_match,authority_exact_target_reference_citations,public_law_authority_rule_rows,public_law_authority_text_verified_rows,public_law_authority_document_numbers,public_law_authority_usc_citation_count,implementation_history_final_rule_rows,implementation_history_matched_final_rule_rows,implementation_history_proposed_rule_links,implementation_history_proposed_document_numbers,implementation_comment_metadata_rows,implementation_comment_metadata_statuses,implementation_comment_metadata_final_comment_count_rows,implementation_comment_metadata_final_comment_count_total,implementation_comment_metadata_proposed_comment_url_count,implementation_comment_metadata_proposed_comment_urls,court_base_section_overlap,court_base_section_overlap_case_count,court_base_section_overlap_case_ids,court_base_section_overlap_usc_sections,court_exact_target_reference_overlap,court_exact_target_reference_case_count,court_exact_target_reference_case_ids,raw_scdb_target_base_section_overlap,raw_scdb_target_base_section_case_count,raw_scdb_target_base_section_case_ids,raw_scdb_target_base_section_usc_sections,raw_scdb_target_base_section_pre_enactment_case_count,raw_scdb_target_base_section_post_enactment_case_count,raw_scdb_target_base_section_missing_date_case_count,raw_scdb_target_base_section_decision_range,raw_scdb_target_reference_overlap,raw_scdb_target_reference_case_count,raw_scdb_target_reference_case_ids,raw_scdb_target_reference_post_enactment_case_count,public_law_court_overlap_case_count,public_law_court_overlap_case_ids,public_law_court_overlap_usc_sections,public_law_direct_review_rows,public_law_direct_review_direct_rows,public_law_direct_review_not_direct_rows,public_law_direct_review_determinations,spine_evidence_layers,evidence_layers,missing_links,claim_boundary
57,57,60,117-s-4458,117-174,2022-08-26,38 USC 101 note,direct_us_code_reference,38 USC 101 note,38 USC 101 note,,38 USC 101 note,38,101,1,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,target_diff_with_public_law_lifecycle_context_only,public_law_context_only,0,,0,,1,1,2024-00629,13,1,1,1,2022-22107,1,final_and_proposed_comment_metadata,1,0,1,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=VA-2022-VBA-0022,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; campaign_finance_sponsor_policy_area_context; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
58,58,61,117-s-4458,117-174,2022-08-26,38 USC 3680A note,direct_us_code_reference,38 USC 3680A note,38 USC 3680A note,,38 USC 3680A note,38,3680A,1,reviewed_pre_post_target_section_diff,1,amended_existing_target_section_with_effective_date_note,target_diff_with_public_law_lifecycle_context_only,public_law_context_only,0,,0,,1,1,2024-00629,13,1,1,1,2022-22107,1,final_and_proposed_comment_metadata,1,0,1,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=VA-2022-VBA-0022,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; campaign_finance_sponsor_policy_area_context; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
59,59,62,117-s-3580,117-146,2022-06-16,46 USC 40504,direct_us_code_reference,46 USC 40504,46 USC 40504,,46 USC 40504,46,40504,0,reviewed_added_target_section_diff,1,added_target_section,target_diff_with_public_law_lifecycle_context_only,public_law_context_only,0,,0,,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
60,60,63,117-s-3580,117-146,2022-06-16,46 USC 41110,direct_us_code_reference,46 USC 41110,46 USC 41110,,46 USC 41110,46,41110,0,reviewed_added_target_section_diff,1,added_target_section,target_diff_with_public_law_lifecycle_context_only,public_law_context_only,0,,0,,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
61,61,64,117-s-3580,117-146,2022-06-16,46 USC 101 note,direct_us_code_reference,46 USC 101 note,46 USC 101 note,,46 USC 101 note,46,101,1,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,target_diff_with_public_law_lifecycle_context_only,public_law_context_only,0,,0,,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
62,62,65,117-s-3580,117-146,2022-06-16,46 USC 40101,title_code_section_phrase,46 USC 40101,46 USC 40101,,46 USC 40101,46,40101,0,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,target_diff_with_exact_authority_target_reference_context,exact_target_reference_context,1,46 U.S.C. 40101; 46 U.S.C. 40101(1; 46 U.S.C. 40101(2; 46 U.S.C. 40101(4,1,46 U.S.C. 40101,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; target_base_section_authority_usc_overlap; target_reference_authority_usc_overlap; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
63,63,66,117-s-3580,117-146,2022-06-16,46 USC 40502(c),title_code_section_phrase,46 USC 40502,46 USC 40502,(c),46 USC 40502(c),46,40502,0,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,target_diff_with_authority_base_section_context,base_section_context,1,46 U.S.C. 40502(f,0,,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; target_base_section_authority_usc_overlap; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
64,64,67,117-s-3580,117-146,2022-06-16,46 USC 40504 note,direct_us_code_reference,46 USC 40504 note,46 USC 40504 note,,46 USC 40504 note,46,40504,1,reviewed_added_target_section_diff,1,added_target_section,target_diff_with_public_law_lifecycle_context_only,public_law_context_only,0,,0,,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
65,65,68,117-s-3580,117-146,2022-06-16,46 USC 41102,title_code_section_phrase,46 USC 41102,46 USC 41102,,46 USC 41102,46,41102,0,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,target_diff_with_exact_authority_target_reference_context,exact_target_reference_context,1,46 U.S.C. 41102; 46 U.S.C. 41102(a; 46 U.S.C. 41102(c; 46 U.S.C. 41102(d,1,46 U.S.C. 41102,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; target_base_section_authority_usc_overlap; target_reference_authority_usc_overlap; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
66,66,69,117-s-3580,117-146,2022-06-16,46 USC 41102 note,direct_us_code_reference,46 USC 41102 note,46 USC 41102 note,,46 USC 41102 note,46,41102,1,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,target_diff_with_public_law_lifecycle_context_only,public_law_context_only,0,,0,,3,3,2024-02926; 2023-05393; 2024-16148,22,3,2,6,2022-02981; 2022-05572; 2022-22290; 2022-24362; 2022-26025; 2023-12744,3,final_and_proposed_comment_metadata; final_comment_metadata_only,3,0,4,https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0013; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0023; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2022-0066; https://www.regulations.gov/docketBrowser?rpp=50&so=DESC&sb=postedDate&po=0&dct=PS&D=FMC-2023-0010,0,0,,,0,0,,0,0,,,0,0,0,,0,0,,0,0,,,0,0,0,,bill_action_metadata; law_revision_text_proxy; official_olrc_public_law_marker_adjudication; official_olrc_post_only_public_law_marker; statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; lobbying_issue_bill_policy_area_context; official_lda_filing_text_bill_identifier; federal_register_authority_search_match; federal_register_authority_text_verified; federal_register_proposed_rule_history_match; proposed_rule_shared_identifier_match; proposed_rule_regulations_gov_comment_portal_metadata; federal_register_exposed_regulations_gov_comment_metadata; federal_register_final_effective_date_timing; federal_register_proposed_to_final_timing,statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff; public_law_federal_register_authority_context; public_law_rulemaking_history_context; public_law_federal_register_comment_metadata_context; bill_law_evidence_spine_context,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; complete_regulations_comments; implementation_outcomes_or_enforcement; direct_court_review_of_target_section; welfare_or_public_benefit; model_validation; exact_target_reference_implementation_authority; exact_target_reference_court_overlap; direct_case_to_public_law_identifier,"Target-section lifecycle bridge only; base U.S.C. section overlaps are metadata context and are not exact target-reference or subsection evidence. Raw SCDB target-section overlaps are date-screened section-citation context and do not prove review of the queued public law, bill, note, or subsection. Public-law-level rows remain context. This artifact does not establish implementation outcomes, direct court review of the target section, public-law causal attribution, law-revision effective text, welfare, causal effects, or model validation."
